"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"11","AO Taylor, BA Bonner","Isolation of Phytochrome from the Alga Mesotaenium and Liverwort Sphaerocarpos",1967,"Plant Physiology","https://academic.oup.com/plphys/article-abstract/42/6/762/6090185","","",98,11,"2024-07-16 10:21:29","google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort*--scattering",110010
"12","TGA Green, WP Snelgar","A comparison of photosynthesis in two thalloid liverworts",1982,"Oecologia","https://link.springer.com/article/10.1007/BF00378404","","10.1007/BF00378404",56,12,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--carboxylation,liverwort--chlorophyll,liverwort--conductance,liverwort--height,liverwort--leafspecificarea,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--respiration,liverwort--watercontent,liverwort*--scattering,liverwort--chlorophyll",110011
"13","KK Newsham","The biology and ecology of the liverwort Cephaloziella varians in Antarctica",2010,"Antarctic Science","https://www.cambridge.org/core/journals/antarctic-science/article/biology-and-ecology-of-the-liverwort-cephaloziella-varians-in-antarctica/2FEC440F197AD9B09EE36FA6C1749101","","",47,13,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--carboxylation,liverwort--chlorophyll,liverwort--distribution,liverwort--light,liverwort--nitrogen,liverwort--phosphorus,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--rhizoid,liverwort--soil,liverwort--watercontent",110012
"14","V Carginale, S Sorbo, C Capasso, F Trinchella…","Accumulation, localisation, and toxic effects of cadmium in the liverwort Lunularia cruciata",2004,"Protoplasma","https://link.springer.com/article/10.1007/s00709-003-0028-0","","10.1007/s00709-003-0028-0",97,14,"2024-07-16 10:21:29","google,google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--nitrogen,liverwort--rhizoid,liverwort--soil,liverwort--watercontent,liverwort--absorption",110013
"15","M Arróniz-Crespo, E Núñez-Olivera…","A survey of the distribution of UV-absorbing compounds in aquatic bryophytes from a mountain stream",2004,"The bryologist","https://bioone.org/journals/the-bryologist/volume-107/issue-2/0007-2745(2004)107[0202:ASOTDO]2.0.CO;2/A-Survey-of-the-Distribution-of-UV-Absorbing-Compounds-in/10.1639/0007-2745(2004)107[0202:ASOTDO]2.0.CO;2.short","","10.1639/0007-2745(2004)107[0202:ASOTDO]2.0.CO;2.short",33,15,"2024-07-16 10:21:29","google,google,google","liverwort--absorption,liverwort--absorption,liverwort*--scattering",110014
"16","JMO Eze, GK Berrie","Further investigations into the physiological relationship between an epiphyllous liverwort and its host leaves",1977,"Annals of Botany","https://academic.oup.com/aob/article-abstract/41/2/351/180506","","",21,16,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--height,liverwort--light,liverwort--photosynthesis,liverwort--rhizoid,liverwort--chlorophyll",110015
"17","E Weis, D Wamper, KA Santarius","Heat sensitivity and thermal adaptation of photosynthesis in liverwort thalli",1986,"Oecologia","https://link.springer.com/article/10.1007/BF00399049","","10.1007/BF00399049",21,17,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carboxylation,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosynthetictissue,liverwort--photosystem,liverwort--watercontent,liverwort*--scattering,liverwort--chlorophyll,liverwort--light,liverwort--photosynthesis,liverwort--photosystem",110016
"18","C Addis","Epiphyllic shading on host plant leaves: photo-acclimation to liverwort and lichen cover",2008,"","https://digitalcommons.usf.edu/tropical_ecology/264/","","",0,18,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort--nitrogen,liverwort--nitrogenfixation,liverwort--photosynthesis,liverwort--photosystem",110017
"19","M Sut-Lohmann, J Jonczak, T Raab","Phytofiltration of chosen metals by aquarium liverwort (Monosoleum tenerum)",2020,"Ecotoxicology and environmental …","https://www.sciencedirect.com/science/article/pii/S0147651319311753","","",20,19,"2024-07-16 10:21:29","google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--nitrogen,liverwort--respiration,liverwort--soil",110018
"20","L Monforte, G Soriano, E Núñez‐Olivera…","Cell compartmentation of ultraviolet‐absorbing compounds: An underexplored tool related to bryophyte ecology, phylogeny and evolution",2018,"Functional …","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.13048","","10.1111/1365-2435.13048",20,20,"2024-07-16 10:21:29","google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--leafmass,liverwort--light,liverwort--leafmass",110019
"21","M Arróniz-Crespo, E Núñez-Olivera…","Physiological changes and UV protection in the aquatic liverwort Jungermannia exsertifolia subsp. cordifolia along an altitudinal gradient of UV-B radiation",2006,"Functional plant …","https://www.publish.csiro.au/fp/fp06096","","",46,21,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--electrontransport,liverwort--leafthickness,liverwort--light,liverwort--phenology,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--rubisco,liverwort--chlorophyll,liverwort--electrontransport,liverwort--photosynthesis",110020
"22","M Arróniz-Crespo, E Núñez-Olivera…","Hydroxycinnamic acid derivatives in an aquatic liverwort as possible bioindicators of enhanced UV radiation",2008,"Environmental …","https://www.sciencedirect.com/science/article/pii/S0269749107001364","","",39,22,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort*--scattering,liverwort--absorption,liverwort--chlorophyll",110021
"23","X He, Y Sun, RL Zhu","The oil bodies of liverworts: unique and important organelles in land plants",2013,"Critical reviews in plant sciences","https://www.tandfonline.com/doi/abs/10.1080/07352689.2013.765765","","10.1080/07352689.2013.765765",109,23,"2024-07-16 10:21:29","google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--light,liverwort--photosynthesis,liverwort*--scattering",110022
"24","CAM Hooijmaijers, KS Gould","Photoprotective pigments in red and green gametophytes of two New Zealand liverworts",2007,"New Zealand Journal of Botany","https://www.tandfonline.com/doi/abs/10.1080/00288250709509728","","10.1080/00288250709509728",38,24,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort--chlorophyll,liverwort--photosynthesis",110023
"25","M Arroniz-Crespo, G Phoenix…","Age-specific physiological responses to UV radiation in the aquatic liverwort Jungermannia exsertifolia subsp. cordifolia",2008,"Cryptogamie …","https://investigacion.unirioja.es/documentos/5bbc69aeb750603269e81f98/f/617a4e642bb80f973acc393c.pdf","PDF","",15,25,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--chlorophyll",110024
"26","RM Conde-Álvarez, E Pérez-Rodrı́guez, M Altamirano…","Photosynthetic performance and pigment content in the aquatic liverwort Riella helicophylla under natural solar irradiance and solar irradiance without ultraviolet light",2002,"Aquatic Botany","https://www.sciencedirect.com/science/article/pii/S0304377002000074","","",36,26,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis",110025
"27","N Suetsugu, T Higa, M Wada","Ferns, mosses and liverworts as model systems for light‐mediated chloroplast movements",2017,"Plant, cell &environment","https://onlinelibrary.wiley.com/doi/abs/10.1111/pce.12867","","10.1111/pce.12867",19,27,"2024-07-16 10:21:29","google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--light,liverwort--photosynthesis,liverwort--light,liverwort--photosynthesis",110026
"28","CAM Hooijmaijers","Protective mechanisms in New Zealand liverworts",2006,"","https://researchspace.auckland.ac.nz/handle/2292/2095","","",1,28,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carboxylation,liverwort--chlorophyll,liverwort--conductance,liverwort--electrontransport,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--photosystem,liverwort--rubisco,liverwort--watercontent,liverwort--waterpotential,liverwort*--scattering",110027
"29","Y Kobiyama, B Crandall-Stotler","Studies of Specialized Pitted Parenchyma Cells of the Liverwort Conocephalum Hill and Their Phylogenetic Implications",1999,"International Journal of …","https://www.journals.uchicago.edu/doi/abs/10.1086/314126","","10.1086/314126",17,29,"2024-07-16 10:21:29","google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--rhizoid,liverwort*--scattering,liverwort--absorption,liverwort--rhizoid",110028
"30","KRS Snell, T Kokubun, H Griffiths…","Quantifying the metabolic cost to an Antarctic liverwort of responding to an abrupt increase in UVB radiation exposure",2009,"Global change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2009.01929.x","","10.1111/j.1365-2486.2009.01929.x",61,30,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--respiration,liverwort--carbon,liverwort--chlorophyll,liverwort--photosynthesis",110029
"31","J Martínez-Abaigar, E Núñez-Olivera…","Different physiological responses of two aquatic bryophytes to enhanced ultraviolet-B radiation",2003,"Journal of …","https://www.tandfonline.com/doi/abs/10.1179/037366803125002626","","10.1179/037366803125002626",58,31,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--electrontransport,liverwort--leafthickness,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort*--scattering,liverwort--chlorophyll,liverwort--distribution,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem",110030
"32","E Bellini, E Bandoni, S Giardini, C Sorce…","Glutathione and phytochelatins jointly allow intracellular and extracellular detoxification of cadmium in the liverwort Marchantia polymorpha",2023,"Environmental and …","https://www.sciencedirect.com/science/article/pii/S0098847223000989","HTML","",8,32,"2024-07-16 10:21:29","google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--carboxylation,liverwort--chlorophyll,liverwort--conductance",110031
"33","G Soriano, MÁ Del-Castillo-Alonso, L Monforte…","Photosynthetically-active radiation, UV-A and UV-B, causes both common and specific damage and photoprotective responses in the model liverwort Marchantia polymorpha …",2019,"Photochemical & …","https://link.springer.com/article/10.1039/c8pp00421h","","10.1039/c8pp00421h",13,33,"2024-07-16 10:21:29","google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem",110032
"34","F Degola, M De Benedictis, A Petraglia…","A Cd/Fe/Zn-Responsive Phytochelatin Synthase is Constitutively Present in the Ancient Liverwort Lunularia cruciata (L.) Dumort",2014,"Plant and Cell …","https://academic.oup.com/pcp/article-abstract/55/11/1884/2755947","","",70,34,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--nitrogen,liverwort--phosphorus,liverwort--photosynthesis,liverwort--photosynthetictissue,liverwort--soil",110033
"35","G Shimakawa, K Ishizaki, S Tsukamoto…","The Liverwort, Marchantia, Drives Alternative Electron Flow Using a Flavodiiron Protein to Protect PSI",2017,"Plant …","https://academic.oup.com/plphys/article-abstract/173/3/1636/6115889","","",96,35,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carboxylation,liverwort--chlorophyll,liverwort--conductance,liverwort--electrontransport,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--rubisco,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light",110034
"36","H Hanawa, K Ishizaki, K Nohira, D Takagi…","Land plants drive photorespiration as higher electron‐sink: comparative study of post‐illumination transient O2‐uptake rates from liverworts to angiosperms through …",2017,"Physiologia …","https://onlinelibrary.wiley.com/doi/abs/10.1111/ppl.12580","","10.1111/ppl.12580",54,36,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carboxylation,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort--respiration,liverwort--rubisco",110035
"37","KRS Snell, P Convey, KK Newsham","Metabolic recovery of the Antarctic liverwort Cephaloziella varians during spring snowmelt",2007,"Polar Biology","https://link.springer.com/article/10.1007/s00300-007-0269-z","HTML","10.1007/s00300-007-0269-z",20,37,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--photosystem,liverwort--watercontent,liverwort--chlorophyll,liverwort--photosystem",110036
"38","L Pfeifer, KK Mueller, B Classen","The cell wall of hornworts and liverworts: innovations in early land plant evolution?",2022,"Journal of Experimental …","https://academic.oup.com/jxb/article-abstract/73/13/4454/6574007","","",12,38,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--light,liverwort--respiration,liverwort--rhizoid,liverwort--soil",110037
"39","R Nishihama, K Ishizaki, M Hosaka, Y Matsuda…","Phytochrome-mediated regulation of cell division and growth during regeneration and sporeling development in the liverwort Marchantia polymorpha",2015,"Journal of plant …","https://link.springer.com/article/10.1007/s10265-015-0724-9","HTML","10.1007/s10265-015-0724-9",73,39,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--rhizoid,liverwort--light,liverwort--photosynthesis",110038
"40","A Parzych, J Jonczak, Z Sobisz","Pellia endiviifolia (Dicks.) Dumort. Liverwort with a Potential for Water Purification",2018,"International Journal of Environmental …","https://link.springer.com/article/10.1007/s41742-018-0105-z","HTML","10.1007/s41742-018-0105-z",14,40,"2024-07-16 10:21:29","google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--nitrogen,liverwort--phosphorus,liverwort--soil,liverwort--absorption,liverwort--nitrogen,liverwort--phosphorus",110039
"41","J Martínez-Abaigar, E Núñez-Olivera, N Beaucourt","Short-term physiological responses of the aquatic liverwort Jungermannia exsertifolia subsp. cordifolia to KH2PO4 and anoxia",2002,"The bryologist","https://bioone.org/journals/The-Bryologist/volume-105/issue-1/0007-2745(2002)105[0086:STPROT]2.0.CO;2/Short-Term-Physiological-Responses-of-the-Aquatic-Liverwort-Jungermannia-exsertifolia/10.1639/0007-2745(2002)105[0086:STPROT]2.0.CO;2.short","","10.1639/0007-2745(2002)105[0086:STPROT]2.0.CO;2.short",18,41,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--chlorophyll,liverwort--light,liverwort--nitrogen,liverwort--phosphorus,liverwort--photosynthesis,liverwort--respiration",110040
"42","G Fabón, L Monforte, R Tomás-Las-Heras…","Cell compartmentation of UV-absorbing compounds in two aquatic mosses under enhanced UV-B",2012,"Cryptogamie …","https://bioone.org/journals/Cryptogamie-Bryologie/volume-33/issue-2/cryb.v33.iss2.2012.169/Cell-Compartmentation-of-UV-Absorbing-Compounds-in-Two-Aquatic-Mosses/10.7872/cryb.v33.iss2.2012.169.short","","10.7872/cryb.v33.iss2.2012.169.short",19,42,"2024-07-16 10:21:29","google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--photosystem",110041
"43","RK Gupta","The physiology of the desiccation resistance in bryophytes: nature of organic compounds leaked from desiccated liverwort, Plagiochila asplenioides",1976,"Biochemie und Physiologie der Pflanzen","https://www.sciencedirect.com/science/article/pii/S0015379617302317","","",23,43,"2024-07-16 10:21:29","google,google","liverwort--absorption,liverwort--absorption",110042
"44","V Maresca, G Lettieri, S Sorbo, M Piscopo…","Biological Responses to Cadmium Stress in Liverwort Conocephalum conicum (Marchantiales)",2020,"International journal of …","https://www.mdpi.com/1422-0067/21/18/6485","HTML","",18,44,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--distribution,liverwort--light,liverwort--nitrogen,liverwort--photosynthesis,liverwort--respiration,liverwort--soil",110043
"45","GE Lee, SR Gradstein","Guide to the Genera of Liverworts and Hornworts of Malaysia",2021,"","https://www.researchgate.net/profile/Gaik-Ee-Lee/publication/357776052_Guide_to_the_Genera_of_Liverworts_and_Hornworts_of_Malaysia/links/62104f266c472329dcf44170/Guide-to-the-Genera-of-Liverworts-and-Hornworts-of-Malaysia.pdf","BOOK","",12,45,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--distribution,liverwort--height,liverwort--nitrogen,liverwort--photosynthetictissue,liverwort--rhizoid,liverwort--soil,liverwort*--scattering",110044
"46","Á Ares, M Itouga, Y Kato, H Sakakibara","Differential Metal Tolerance and Accumulation Patterns of Cd, Cu, Pb and Zn in the Liverwort Marchantia polymorpha L.",2018,"Bulletin of environmental …","https://link.springer.com/article/10.1007/s00128-017-2241-0","HTML","10.1007/s00128-017-2241-0",29,46,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort--photosynthesis,liverwort--respiration,liverwort--rhizoid,liverwort--soil,liverwort--chlorophyll,liverwort--rhizoid,liverwort--soil",110045
"47","PND QUACH","Biological activities of in vitro liverwort Marchantia polymorpha L. extracts",2020,"Notulae Botanicae Horti Agrobotanici Cluj …","https://notulaebotanicae.ro/index.php/nbha/article/view/11884","","",11,47,"2024-07-16 10:21:29","google,google","liverwort--absorption,liverwort--absorption",110046
"48","G Soriano, MÁ Del-Castillo-Alonso, L Monforte…","Phenolic compounds from different bryophyte species and cell compartments respond specifically to ultraviolet radiation, but not particularly quickly",2019,"Plant Physiology and …","https://www.sciencedirect.com/science/article/pii/S0981942818303206","","",26,48,"2024-07-16 10:21:29","google,google","liverwort--absorption,liverwort--absorption",110047
"49","G Salbitani, P Cianciullo, V Maresca, S Sorbo…","Tissue localization and the physiological effects induced by an environmentally relevant mix of heavy metals in the liverwort Conocephalum conicum L. Dum",2023,"Environmental and …","https://www.sciencedirect.com/science/article/pii/S0098847223003064","","",0,49,"2024-07-16 10:21:29","google,google,google,google,google,google,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--electrontransport,liverwort--photosynthesis,liverwort--photosystem,liverwort--absorption,liverwort--chlorophyll,liverwort--photosynthesis",110048
"50","JG Duckett, R Ligrone","Cyathodium Kunze (Cyathodiaceae: Marchantiales), a tropical liverwort genus and family new to Europe, in Southern Italy",2006,"Journal of bryology","https://www.tandfonline.com/doi/abs/10.1179/174328206x105353","","10.1179/174328206x105353",31,50,"2024-07-16 10:21:29","google,google,google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--distribution,liverwort--light,liverwort--photosynthesis,liverwort--rhizoid,liverwort*--scattering,liverwort--light",110049
"51","C Schwartner, C Michel, K Stettmaier, H Wagner…","Marchantins and related polyphenols from liverwort: physico-chemical studies of their radical-scavenging properties",1996,"Free Radical Biology …","https://www.sciencedirect.com/science/article/pii/0891584995020365","","",48,51,"2024-07-16 10:21:29","google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--carbon,liverwort--respiration",110050
"52","Y Kondou, Y Miyagi, T Morito, K Fujihira, W Miyauchi…","Physiological function of photoreceptor UVR8 in UV-B tolerance in the liverwort Marchantia polymorpha",2019,"Planta","https://link.springer.com/article/10.1007/s00425-019-03090-w","HTML","10.1007/s00425-019-03090-w",26,52,"2024-07-16 10:21:29","google,google,google,google,google,scopus","liverwort--absorption,liverwort--absorption,liverwort--chlorophyll,liverwort--light,liverwort--photosynthesis,liverwort--light",110051
"53","PJ Mautsoe","Uptake of Cadmium and its effect on the physiology of the liverwort Dumortiera hirsuta (SW) Nees and the moss Atrichum androgynum (CM) Jaeg.",1997,"","","CITATION","",2,53,"2024-07-16 10:21:29","google,google,google,google","liverwort--absorption,liverwort--absorption,liverwort--respiration,liverwort--watercontent",110052
"54","C Ihle, H Laasch","Inhibition of Photosystem II by UV‐B Radiation and the Conditions for Recovery in the Liverwort Conocephalum conicum Dum.",1996,"Botanica Acta","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1438-8677.1996.tb00564.x","","10.1111/j.1438-8677.1996.tb00564.x",18,54,"2024-07-16 10:21:29","google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","liverwort--absorption,liverwort--absorption,liverwort--carboxylation,liverwort--chlorophyll,liverwort--electrontransport,liverwort--light,liverwort--photosynthesis,liverwort--photosystem,liverwort*--scattering,liverwort--absorption,liverwort--chlorophyll,liverwort--photosynthesis,liverwort--photosystem",110053
